deviceId,Fleet#,Time,Date,Interval,Day_of_week,start_stop,end_stop,routeId,timeTaken,direction,route_name
868728039297384,J1458,15:59:10,2025-03-25,62,1,BROADWAY,SECRETARIAT,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
868728039297384,J1458,16:04:29,2025-03-25,63,1,M.G.R.CENTRAL,BROADWAY,102K CD,109.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
868728039297384,J1458,17:20:51,2025-03-25,68,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,40.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
868728039297384,J1458,17:25:10,2025-03-25,68,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
868728039297384,J1458,18:06:20,2025-03-25,71,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
868728039338964,I1674,15:16:57,2025-03-25,60,1,M.G.R.CENTRAL,BROADWAY,102C CD,120.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,15:17:47,2025-03-25,60,1,M.G.R.CENTRAL,BROADWAY,102C CD,20.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,15:22:56,2025-03-25,60,1,M.G.R.CENTRAL,BROADWAY,102C CD,90.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,15:33:43,2025-03-25,61,1,M.G.R.CENTRAL,BROADWAY,102C CD,29.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,15:41:22,2025-03-25,61,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102C CD,20.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,15:53:49,2025-03-25,62,1,ADYAR SIGNAL (MALAR HOSPITAL),ADYAR DEPOT,102C CD,90.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,15:58:47,2025-03-25,62,1,ADYAR DEPOT,S.R.P TOOLS,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,16:09:25,2025-03-25,63,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102C CD,110.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,16:14:14,2025-03-25,63,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102C CD,79.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,16:15:23,2025-03-25,64,1,ADYAR SIGNAL (MALAR HOSPITAL),ADYAR DEPOT,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,16:37:38,2025-03-25,65,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102C CD,20.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,16:41:27,2025-03-25,65,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102C CD,60.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,16:42:47,2025-03-25,65,1,ADYAR SIGNAL (MALAR HOSPITAL),ADYAR DEPOT,102C CD,80.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,16:50:05,2025-03-25,66,1,ADYAR DEPOT,S.R.P TOOLS,102C CD,20.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,17:35:34,2025-03-25,69,1,M.G.R.CENTRAL,BROADWAY,102C CD,278.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,18:03:08,2025-03-25,71,1,M.G.R.CENTRAL,BROADWAY,102C CD,40.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
868728039338964,I1674,18:13:35,2025-03-25,71,1,M.G.R.CENTRAL,BROADWAY,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244042633200,K0002,13:33:17,2025-03-25,53,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,79.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,13:53:32,2025-03-25,54,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,19.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,13:59:11,2025-03-25,54,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,14:07:49,2025-03-25,55,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,50.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,15:16:22,2025-03-25,60,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,39.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,15:23:31,2025-03-25,60,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,40.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,16:53:00,2025-03-25,66,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,16:57:29,2025-03-25,66,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,17:15:24,2025-03-25,68,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,69.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,17:21:33,2025-03-25,68,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,69.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,17:31:00,2025-03-25,69,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,39.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,18:05:33,2025-03-25,71,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,150.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042633200,K0002,18:15:10,2025-03-25,72,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,20.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042659007,J1753,13:55:32,2025-03-25,54,1,SECRETARIAT,CHEPAUK,102X CD,100.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,14:02:00,2025-03-25,55,1,SECRETARIAT,CHEPAUK,102X CD,70.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,14:10:58,2025-03-25,55,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102X CD,10.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,15:07:54,2025-03-25,59,1,BROADWAY,SECRETARIAT,102X CD,49.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,15:08:55,2025-03-25,59,1,BROADWAY,SECRETARIAT,102X CD,11.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,15:38:47,2025-03-25,61,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102X CD,29.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,15:40:17,2025-03-25,61,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102X CD,40.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,15:42:07,2025-03-25,61,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102X CD,11.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,15:47:55,2025-03-25,62,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102X CD,130.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,15:57:23,2025-03-25,62,1,SECRETARIAT,CHEPAUK,102X CD,10.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,16:21:17,2025-03-25,64,1,SECRETARIAT,CHEPAUK,102X CD,119.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,16:27:36,2025-03-25,64,1,ADYAR SIGNAL (MALAR HOSPITAL),ADYAR DEPOT,102X CD,80.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,16:31:05,2025-03-25,65,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,10.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,16:35:54,2025-03-25,65,1,MOOTAKARAN CHAVADI,KARAPAKKAM,102X CD,30.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,16:39:53,2025-03-25,65,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,20.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,17:10:26,2025-03-25,67,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,120.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,17:13:55,2025-03-25,67,1,MOOTAKARAN CHAVADI,KARAPAKKAM,102X CD,10.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,17:16:24,2025-03-25,68,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,129.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,18:02:23,2025-03-25,71,1,SECRETARIAT,CHEPAUK,102X CD,120.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042659007,J1753,18:20:29,2025-03-25,72,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102X CD,10.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,13:46:49,2025-03-25,54,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102X CD,59.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,13:49:49,2025-03-25,54,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102X CD,60.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,13:53:17,2025-03-25,54,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102X CD,69.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,14:04:45,2025-03-25,55,1,SECRETARIAT,CHEPAUK,102X CD,109.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,14:26:10,2025-03-25,56,1,SECRETARIAT,CHEPAUK,102X CD,60.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,14:31:19,2025-03-25,57,1,ADYAR SIGNAL (MALAR HOSPITAL),ADYAR DEPOT,102X CD,50.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,14:33:08,2025-03-25,57,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,10.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,14:35:58,2025-03-25,57,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,20.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,14:41:46,2025-03-25,57,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,30.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,15:06:01,2025-03-25,59,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,130.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,15:11:09,2025-03-25,59,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,79.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,15:15:48,2025-03-25,60,1,THORAIPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,102X CD,10.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,15:45:51,2025-03-25,62,1,SECRETARIAT,CHEPAUK,102X CD,10.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,15:54:39,2025-03-25,62,1,SECRETARIAT,CHEPAUK,102X CD,140.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,16:07:56,2025-03-25,63,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102X CD,20.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,16:37:19,2025-03-25,65,1,M.G.R.CENTRAL,BROADWAY,102X CD,20.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,17:13:01,2025-03-25,67,1,BROADWAY,SECRETARIAT,102X CD,91.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,17:14:00,2025-03-25,67,1,BROADWAY,SECRETARIAT,102X CD,20.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042765069,J1760,18:09:46,2025-03-25,71,1,SECRETARIAT,CHEPAUK,102X CD,19.0,UP,M.G.R.CENTRAL To THIRUPORUR
869244042784425,K0003,13:34:04,2025-03-25,53,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,30.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,13:56:38,2025-03-25,54,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,100.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,14:02:27,2025-03-25,55,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,110.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,14:08:55,2025-03-25,55,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,15:18:29,2025-03-25,60,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,20.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,15:20:28,2025-03-25,60,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,40.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,15:25:17,2025-03-25,60,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,15:41:53,2025-03-25,61,1,SECRETARIAT,CHEPAUK,102K CD,30.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,15:53:51,2025-03-25,62,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,15:59:29,2025-03-25,62,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,16:07:27,2025-03-25,63,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,11.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,17:00:44,2025-03-25,67,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,30.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,17:02:54,2025-03-25,67,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,40.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,17:08:23,2025-03-25,67,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,17:32:57,2025-03-25,69,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,70.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042784425,K0003,18:18:55,2025-03-25,72,1,SECRETARIAT,CHEPAUK,102K CD,178.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244042818157,I2978,15:15:00,2025-03-25,60,1,M.G.R.CENTRAL,BROADWAY,6 CD,90.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,15:46:32,2025-03-25,62,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,6 CD,60.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,15:49:32,2025-03-25,62,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,6 CD,111.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,16:53:46,2025-03-25,66,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,6 CD,30.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,17:10:12,2025-03-25,67,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,6 CD,40.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244044491466,I2047,14:21:37,2025-03-25,56,1,M.G.R.CENTRAL,BROADWAY,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044491466,I2047,14:37:53,2025-03-25,57,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102C CD,60.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044491466,I2047,16:09:02,2025-03-25,63,1,SECRETARIAT,CHEPAUK,102C CD,79.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,13:31:57,2025-03-25,53,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102C CD,20.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,13:39:44,2025-03-25,53,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102C CD,119.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,14:18:05,2025-03-25,56,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102C CD,60.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,14:49:18,2025-03-25,58,1,SECRETARIAT,CHEPAUK,102C CD,80.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,15:08:44,2025-03-25,59,1,BROADWAY,SECRETARIAT,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,15:14:12,2025-03-25,59,1,M.G.R.CENTRAL,BROADWAY,102C CD,30.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,15:40:05,2025-03-25,61,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102C CD,29.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,15:44:35,2025-03-25,61,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102C CD,21.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,16:00:31,2025-03-25,63,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,16:12:28,2025-03-25,63,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,16:23:06,2025-03-25,64,1,ADYAR DEPOT,S.R.P TOOLS,102C CD,50.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,16:24:56,2025-03-25,64,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102C CD,21.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,16:31:43,2025-03-25,65,1,ADYAR DEPOT,S.R.P TOOLS,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,16:31:53,2025-03-25,65,1,KANDANCHAVADI,THORAIPAKKAM TEA SHOP,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,17:16:03,2025-03-25,68,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102C CD,319.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,17:21:32,2025-03-25,68,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102C CD,50.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044492068,J0058,18:16:19,2025-03-25,72,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102C CD,10.0,UP,M.G.R.CENTRAL To SEMMANCHERI S.C.B
869244044512063,J1536,13:39:29,2025-03-25,53,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,13:39:59,2025-03-25,53,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,9.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
