Device Id,Vehicle No,Created At,Updated At
869244044496911,J0024,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044506370,K0326,"March 25, 2025, 22:41","March 25, 2025, 22:41"
868728039337529,J1769,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044509119,J0771,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044494155,J0223,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044665291,J0719,"March 25, 2025, 22:41","March 25, 2025, 22:41"
868728039266926,K0300,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244042752505,J1461,"March 25, 2025, 22:41","March 25, 2025, 22:41"
358250330731638,K0073,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044523904,J1309,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244042657167,J1732,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044723652,J0933,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044655268,J2101,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044536831,I0712,"March 25, 2025, 22:41","March 25, 2025, 22:41"
868728039322372,J0435,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044501173,J1209,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044648503,J1953,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044508988,J1213,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244042813711,J0496,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044491961,I1608,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044521379,J1462,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244042818462,J1014,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044524803,J1626,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044489882,I0782,"March 25, 2025, 22:41","March 25, 2025, 22:41"
868728039251225,K0317,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044530974,I2922,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044535338,J0692,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044491201,J1813,"March 25, 2025, 22:41","March 25, 2025, 22:41"
868728039343683,J1371,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044533234,J0583,"March 25, 2025, 22:41","March 25, 2025, 22:41"
868728039273633,J0418,"March 25, 2025, 22:41","March 25, 2025, 22:41"
868728039313116,K0112,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044521908,J1457,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044500308,J1798,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244042820096,J0890,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044669293,J1942,"March 25, 2025, 22:41","March 25, 2025, 22:41"
869244044525354,J1254,"March 25, 2025, 22:41","March 25, 2025, 22:41"
