Device Id,Vehicle No
868728039342768,J0218
868728039338360,I2950
869244044510075,J1672
869244044501694,K0041
869244044510463,J1322
869244044654832,K0049
869244044520546,J0455
869244044735201,J2114
869244044489841,J0457
869244044492787,J0565
869244042813729,I3368
868728039333692,J1116
869244042770747,J0714
869244042782585,J0593
868728039282469,I2921
869244044492977,K0275
868728039318271,I1990
869244044496648,J1908
868728039263337,J2095
869244044489429,I1966
869244044531063,J0506
868728039283830,K0031
869244044508525,J1872
868728039308785,I1020
869244044666554,I0951
869244044522831,J0167
869244042728042,J1977
869244044514762,J0367
869244044492068,J0058
869244042640023,J1832
868728039324493,J0767
869244044492589,I2927
868728039302879,C0800
869244044667834,I2053
869244044519795,J0947
869244044646192,K0015
869244044518979,J0381
868728039250078,I0998
869244044516874,J1029
869244042799886,J1996
869244044526899,J1128
868728039309619,J1000
869244042793012,I0934
869244042784110,K0068
869244044493504,J0183
869244044496572,J0174
869244042763908,I1694
868728039337776,J0233
868728039310955,J0598
869244044649527,I0784
868728039295198,I3345
868728039263279,J1664
869244044525214,K0266
869244044497968,J0400
868728039341604,J1026
869244044490047,J1509
869244044528580,I1069
869244042793038,J0869
869244044499576,J0271
869244044516346,J0094
869244044500449,I1605
869244042750038,K0283
869244042773113,K0257
869244044659146,J1709
869244042750897,J1249
869244044492522,J0810
869244044507618,J1812
869244044494569,J0348
868728039266983,K0297
869244044506669,I1328
869244044527707,J0117
869244044506677,J1188
868728039309767,J1183
869244044502379,K0098
869244044689820,K0262
869244044643900,K0339
869244042741797,I1636
869244042752554,K0056
869244044519324,J0545
868728039317737,K0260
869244044528937,J1757
869244044496556,J1477
869244044498537,J0048
868728039343998,J1548
869244042816276,J0245
868728039275174,J0023
869244044523599,I1109
869244044662793,J1971
869244044493843,I3391
869244044507972,J0713
869244044516163,J0263
869244044697971,J1884
868728039275323,J0018
868728039338659,J0410
869244044500241,J1860
868728039343642,I1939
868728039313231,J0920
869244044681413,J1951
869244044500191,J0849
869244042771042,K0128
868728039291965,J1758
869244044492456,I2923
869244044502650,I1691
868728039315095,K0240
869244042640478,J0922
869244044693301,J1363
869244044503468,J1816
868728039301038,K0118
868728039320517,J0043
869244042741540,I1361
869244042784185,J0035
869244042809941,I1337
869244042813521,I3340
869244042818488,J1346
869244042656797,I0732
869244044492241,I2907
868728039282105,J0376
868728039293052,I1073
869244042800817,J1991
869244044530289,J0054
869244044703431,I0723
868728039318461,J1825
869244044701997,J2044
868728039340135,J1372
869244044531352,J0286
869244044527640,J1957
869244044512485,J1568
869244044501603,J0190
868728039291502,I1277
869244042677629,I1360
868728039263089,J0304
869244044509713,I2962
869244044516759,J1259
869244042629364,I1379
868728039334930,J0256
869244044489007,I1400
869244044519340,I1906
869244044507089,J0635
869244042679302,J0197
869244042766596,I1178
869244044530180,J2074
869244044697807,J1625
868728039337479,J0103
868728039301020,J1916
869244044509325,J1099
869244042813695,I3357
868728039338303,J1721
869244044519969,J0996
868728039341273,J0059
869244044489296,I1919
868728039248916,J1410
869244044489924,J0257
869244044489288,J0674
869244042725626,I3386
869244042781785,J0585
358250330678862,I2903
869244044494197,J0777
869244042782460,J1928
869244044497570,K0025
868728039337453,J1877
869244044699514,K0054
868728039343634,J0237
869244044525693,K0336
869244044490443,I1323
869244044519233,J1165
869244044500340,I3330
869244044517039,J1304
869244042819411,J0227
869244044511636,I3355
869244044715054,J1974
869244044502213,K0284
869244044527988,K0242
868728039263568,J1750
868728039315285,I2947
869244042820906,I1682
869244042752729,J0954
868728039298226,J0788
869244044507055,J1535
868728039167017,J1710
869244044697740,I1128
358250330777565,I0913
869244044492720,J0826
868728039340986,J1983
869244042782932,J0595
869244044500910,J0168
869244042800072,J0807
869244042816219,J0205
868728039266819,J2063
869244044739195,J0106
868728039261679,J0399
868728039337347,J0194
868728039297897,J1901
869244042763296,J0485
868728039342495,I3334
868728039340317,J0161
869244044530008,J0232
868728039343311,J1404
868728039269672,J0747
869244044523466,J1173
869244044512352,J0228
869244042659007,J1753
868728039315061,J0246
868728039302952,I1676
868728039263980,I0510
869244044681314,I1354
868728039251514,K0285
869244044500837,J1663
358250330773655,I3354
869244044493512,J1584
869244042813182,J0368
869244044512717,J0314
868728039267445,K0055
869244042792881,K0111
869244044521569,J2089
869244044500498,I2998
869244044727190,I1145
869244044529778,J1756
869244044501587,J1939
869244042809826,K0022
869244044526931,J1231
869244044530339,I1413
869244044521619,I2905
868728039270308,J0726
869244042783633,J0736
869244044663734,I1040
869244044489239,I2958
869244044490419,I1362
868728039314742,J0443
869244042789572,J1300
868728039317752,J1793
869244044492936,J0327
869244042788087,J1112
868728039278921,I1920
869244042757777,K0311
868728039278111,J2066
868728039294191,J0804
868728039268476,K0075
869244044652034,I3320
868728039285678,J0451
869244044500894,J1094
869244042813091,I2999
868728039329815,J1705
868728039247041,J0142
868728039341562,J1253
869244044491334,J1569
868728039300071,J0917
869244042713481,J0547
868728039341844,J0030
869244042788350,I1961
869244044521585,J0928
869244044531303,K0281
868728039245342,J1338
869244044490138,J1113
869244042783260,J2055
868728039271660,J0110
868728039320087,K0296
869244044534869,J0941
869244044508780,J0396
868728039292765,J1091
868728039262461,J1468
869244044493199,J2082
869244044534158,J1466
868728039338469,K0079
869244042791370,K0059
869244044492183,J1553
869244044495087,J1387
358250330740993,I2992
869244044528747,I1173
868728039262024,J1551
868728039336737,K0288
868728039317109,J0770
868728039255994,J0153
869244042799498,J1384
868728039313355,J1843
868728039254807,I1011
869244042774913,J0863
869244044523839,K0264
869244042813299,J1719
868728039167629,J1708
869244044530248,I1147
868728039313124,I0740
868728039338782,I1078
868728039344087,K0233
868728039331985,J1318
868728039324097,K0286
869244044501512,J1919
868728039275067,J0803
868728039297384,J1458
868728039315012,J1472
868728039319923,I0938
868728039247405,I1910
868728039307142,J0652
869244044512071,J0633
869244044504755,J0310
869244044531006,J1487
869244044489072,J1465
869244044511776,J1312
869244046905943,K0069
868728039291999,I3332
868728039291312,J0160
868728039312993,J2009
869244044489510,J0705
868728039341950,I1103
868728039340663,J1147
869244042745186,K0237
869244044495616,J0921
869244044519878,I1319
869244044531014,I2930
868728039295503,I1280
869244042753487,J1339
869244044492753,J1613
868728039289597,J0219
868728039295255,J1288
869244044496820,J1369
868728039300832,K0064
869244042790141,J1627
869244042785315,J1223
869244042809974,J1840
869244044516676,J1267
868728039333254,J0852
869244044701898,J1774
869244042735492,J0752
869244044489825,I2928
869244044489767,J1554
869244044640856,J2004
869244044514374,J0259
869244044503179,J0569
869244044503336,J0634
869244042789606,K0088
869244044518557,J0379
868728039312886,J1406
868728039296493,J1643
869244044509143,J0787
869244044489114,I1697
869244042798730,I0936
869244044526162,I2056
869244044509705,J1283
869244044535205,J1480
869244044489866,J1963
869244044764276,J1733
869244042785323,J1221
869244042797377,J0855
868728039279036,J1006
869244044490542,J1352
869244042818496,J0877
869244042810519,J0125
869244044528663,J1484
869244044494577,I1953
869244042789507,J1331
869244044696676,J0445
868728039289928,J1483
869244044490229,J0042
869244044493058,J1271
868728039305674,J0896
869244044495608,J1743
868728039322554,K0096
869244044518912,J0380
869244044667081,J1092
868728039286718,I1139
869244044493389,K0236
868728039330508,I1002
868728039253775,J1634
868728039278400,I1633
868728039295453,I1623
868728039289290,J0778
869244044513020,J0888
868728039317810,J0742
868728039317786,J0430
869244044492340,J1501
869244044506792,J1870
869244044499170,J0387
869244042816128,J0096
869244044501132,J0268
869244044491268,J1780
869244044507634,J1712
869244042793178,I1696
868728039316697,J1374
868728039322638,J0748
869244044710170,I1430
869244042774483,I1984
868728039265563,J1583
868728039317885,J1931
868728039311763,J0835
869244042800015,J1270
869244044521718,J1042
869244042734883,I1658
869244042800262,J0203
869244042795181,J0543
869244044497901,I1995
869244044508236,J0717
868728039341091,I1348
869244044489783,J1046
869244042625925,J0567
869244044530560,J0882
869244044654683,J0656
868728039334971,I1902
868728039313876,K0231
868728039290959,J0790
869244044528358,J0303
869244044528630,K0302
869244044489304,J0505
869244044504938,K0259
869244042694442,J0514
869244044495848,J0116
869244044532558,J1791
869244044530321,J1478
869244044525057,J2026
868728039329328,J0557
869244044513269,J0977
869244044494031,J1220
869244044491250,I1944
869244044528689,K0093
869244044493454,J0643
869244044506495,J1456
869244044491870,J0010
869244044530057,J0490
869244042677686,J1105
869244044492381,I1448
869244044717258,K0312
869244042782379,J0587
869244042819825,J1668
869244044527327,J0631
868728039284671,K0051
868728039250862,J0412
869244044517864,J1005
868728039340333,J1890
869244042782569,K0052
869244044502858,J0509
869244044490302,J1508
869244042773386,J0814
869244042667216,I1680
869244044499501,J0145
869244044495657,J1765
868728039299935,K0306
868728039323693,J1070
869244044500829,I2954
869244044534729,J1401
868728039308017,J0663
